r_id,s_id,sentence,sentence_sentiment
1096,6531,You can just use a different app and not have to pay those...You also wait crazy long times for the delivery person to even be assigned so by the time your food arrives it's cold and gross...Their customer service is HORRIBLE.,-0.45
1103,6556,They don't care what you tell them as far as instructions and the customer service also doesn't care.,0.1
1108,6573,Pricing always competitive and customer service always on point,0.0
1110,6577,The customer service doesnt answer texts and barely answered the phone calls.,0.05
1114,6587,"Although the restaurants in the area have troubles from time to time, the PostMates Customer Service is puntual and quick to help.",0.3333333333333333
1116,6592,She did not deliver my food and marked it as delivered so I contacted customer service and they did not give me a refund.,0.1
1122,6664,Call customer service and told 100% will go back to the card….,0.0
1122,6673,Customer service is disgusting and a total waste of time.,-0.3999999999999999
1122,6678,Bad customer service is a company approved problem.,-0.6999999999999998
1129,6765,Their customer service representatives all use the same canned script when you call to notify them of their errors.,0.0
1129,6769,"Terrible service, unempowered customer service representatives and they put their customers last.",-0.5
1131,6784,"While I appreciated the response from the dasher, it was completely opposite everything the customer service rep was telling me.",0.1
1131,6785,"When I let the customer service rep know that the dasher contradicted them, they immediately ended and deleted the thread.",0.0
1133,6801,I contacted DD Customer service and asked them to please send out another dasher to deliver my order since the wrong order was delivered.,-0.5
1133,6805,As a matter of fact I was told by one of their customer service reps that sometimes this happens and unfortunately people hack into their system and steal customer information.,-0.5
1133,6809,For all I know it was DD themselves or one of their many rude customer service representatives that charged nearly $800 to my card!,0.1083333333333333
1134,6810,I've never been more disappointed with a major companies customer service.,-0.0625
1136,6848,They have no issue taking my money but it seem like the customer service employees are trained to be horrible and do whatever they can to never give money back.,-0.5
1138,6878,"No apology from customer service, no response to multiple messages of complaint, zilch!",-0.1875
1140,6897,"The DoorDash customer service person was entirely useless, told me it's not on them and they can't refund me and to figure it out with Farrelli's.",-0.5
1144,6939,"Even when I called customer service, they failed to give me a full refund and got away with only giving me $10 back.",-0.0375
1145,6949,"Ultimately he never went inside and the store closed and I had to talk to customer service for a refund because the app refused to refund me due to the ""order already being started.""",-0.075
1146,6958,WORST ABSOLUTE WORST EXPERIENCE WITH CUSTOMER SERVICE I'VE EVER HAD!,-0.6
1146,6960,"I have also waited for a refund from them since MAY ITS NOW AUGUST customer service ""escalates"" the concerns to tier 2 but nothing is ever fixed!",0.125
1146,6961,I'm seriously over DoorDash and their shotty customer service.,-0.3333333333333333
1148,6977,Their customer service used to be very good.,0.91
1148,6981,When you try to contact customer service it gets worse.,-0.4
1163,7154,Not only that I have requested my account to be deactivated due to the fact that the entire customer service is full of idiots !,-0.155
1166,7187,As my order continued to push out I tried to reach out to customer service to see what my options were.,0.0
1171,7247,"They're all basically the same in my opinion, but the reason I prefer doordash over any other is because of the customer service.",-0.0625
