r_id,reference_review
756,"Scheduled the order for 5:30PM, but after I paid, the order set for immediate processing."
756,..I went into the help menu to change the time but there was no option.
756,I went through the menu and selected cancel in order to state a reason.
756,I only wanted it to change the order to a later time.
756,"..However, the order cancelled and charged me a delivery fee for $13."
756,The total was $20.
756,"I contacted customer service but they told me since you cancelled it, you were charged the fee."
756,"I explained to them the app malfunctioning as well as the lack of an option to change the time, but they insisted that there was nothing I could do...I am extremely disappointed by the accountability of Uber eats and will not use their service again."
756,DoorDash has never been an issue for me and I only tired Uber eats because of a 50% promotion.
756,"But now I know, you get what you pay for."
756,"And in Uber eats case, you also pay for what you don't get."
758,I've been using Uber eats for awhile now and I recently upgraded to their premium service (I forget what they call it) where I pay a fee up front and my delivery fees are waived.
758,I still tip (as one should) but I'm really enjoying the savings and the service.
758,I'm on the road all the time and the easy to use app is a blessing.
758,"At this point I say ""so far, so good""."
758,"You've got a good thing going, don't stop evolving and getting better."
758,Thx!
761,"While notifications are needed for updates about actual food orders, this app uses your permission to enable those notifications to also constantly advertise and solicit when the app is not in use."
761,Highly inappropriate.
761,Update: attempting to use the app without notifications means you also won't receive any notice when Uber Eats randomly cancels an already confirmed order after the fact.
761,So it's really a lose-lose situation for you.
761,Why would I ever want to support a company that so clearly assumes all of its customers are either too stupid to realize or too distracted to care that they're blatantly being taken advantage of?
766,Uber eats is just a cash grab now.
766,They want you to pay extra or else they front load orders in front of your delivery so you get cold and soggy food.
766,The delivery fees and taxes are crazy high.
766,Sometimes $10 or more on a $25 order.
766,"After the tip, delivery fee and taxes you're paying double the price for your food than what's advertised."
766,Also the orders are almost always ridiculously late.
766,Sometimes more than an hour after what it predicts.
766,Then when it gets there on time or a little earlier than predicted they send you a notification to tip more because it's early.
766,It's only worth ordering if you're stuck without a car or can't drive.
767,I got a new phone and tried to sign into Uber Eats.
767,I had the correct phone number and email but Uber told me my password was incorrect.
767,I tried to send a recovery email and spent the next 20 minutes infuriatingly trying many things.
767,Nothing worked.
767,Then I realized I might have created the account via Google's sign on originally.
767,"..So I tried to sign on via google, and it all worked."
767,"Uber, maybe you should at least try to show a helpful error message in cases where a user tries to send a recovery email to an account that was created with Google/FB/etc."
